[2026-08-28 17:34:17][INFO] 
------------------------ training training_args ------------------------
  ddp_layerwise_powersgd_uncompressed_patterns .... 
  ddp_oracle_error_budget_random_seed ............. 0
  ddp_powersgd_freeze_v ........................... False
  ddp_powersgd_freeze_v_start_step ................ -1
  ddp_powersgd_global_step_offset ................. 0
  ddp_powersgd_lr_high_rank ....................... 2
  ddp_powersgd_lr_high_rank_end_step .............. 452
  ddp_powersgd_matrix_approximation_rank .......... 1
  ddp_powersgd_min_compression_rate ............... 2.0
  ddp_powersgd_period_schedule .................... 300-452:25,453-734:50,735-1000:100
  ddp_powersgd_plus_error_averaging_period ........ 20
  ddp_powersgd_plus_restart_method ................ approximate
  ddp_powersgd_plus_restart_period ................ 50
  ddp_powersgd_scheduled_start_step ............... 300
  ddp_powersgd_start_iter ......................... 1000
  ddp_powersgd_window_ranges ...................... 
  ddp_separate_compression_ratio .................. 16.0
  ddp_separate_error_feedback_beta ................ 0.95
  ddp_separate_error_reset_interval ............... 128
  ddp_skip_all_reduce_unused_params ............... False
  ddp_static_graph ................................ True
  detail_log_interval ............................. 20
  deterministic_mode .............................. False
  disable_tf32 .................................... False
  distributed_sampler_mode ........................ cyclic
  distributed_strategy ............................ ddp
  dtype ........................................... bfloat16
  dynamo_optimize_ddp ............................. True
  freeze_modules .................................. 
  fsdp_backward_prefetch_distance ................. 0
  fsdp_cast_forward_inputs ........................ True
  fsdp_forward_prefetch_distance .................. 0
  fsdp_leftover_min_num_params .................... 1000000
  fsdp_min_num_params ............................. 1000000
  fsdp_no_wrap_modules ............................ None
  fsdp_original_param_dtype ....................... None
  fsdp_reduce_dtype ............................... fp32
  fsdp_reshard_default ............................ None
  fsdp_reshard_module_overrides ................... None
  fsdp_reshard_root ............................... False
  fsdp_unsharded_param_dtype ...................... None
  fsdp_wrap_modules ............................... None
  gradient_accumulation_steps ..................... 1
  hsdp_shard_size ................................. None
  init_on_meta .................................... False
  lambda_cycle_length ............................. 10000
  lambda_f_max .................................... 0.4
  lambda_f_min .................................... 0.0
  lambda_f_start .................................. 0.0
  lerobotdataset_version .......................... v2.1
  log_interval .................................... 1
  lora_alpha ...................................... 32
  lora_bias ....................................... none
  lora_dropout .................................... 0.0
  lora_init ....................................... true
  lora_modules_to_save ............................ None
  lora_r .......................................... 16
  lora_target_modules ............................. None
  loss_log_rank ................................... [-1]
  loss_spike_threshold ............................ 100.0
  lr_base ......................................... 1e-08
  lr_decay_iters .................................. 1000
  lr_decay_style .................................. cosine_warmup_with_min_lr
  lr_end .......................................... 1e-07
  lr_group ........................................ None
  lr_warmup_iters ................................. 0
  manual_gc ....................................... False
  manual_gc_interval .............................. 0
  min_lr .......................................... 1e-09
  model_name ...................................... fastwam
  num_cycles ...................................... 1.0
  num_samples ..................................... 100
  num_workers ..................................... 0
  optimizer ....................................... AdamW
  optimizer_state_log_interval .................... 0
  output_dir ...................................... /raid0/fastwam/experiments/fastwam_powersgd_plus_freeze_v_fair_a800_100_1000_v1/warmup_dense
  per_device_batch_size ........................... 1
  polynomial_power ................................ 1.0
  pretrained_checkpoint ........................... None
  profile_output_dir .............................. None
  profile_ranks ................................... [0]
  profile_step_end ................................ 12
  profile_step_start .............................. 10
  resume .......................................... False
  robot_type ...................................... libero_franka
  sampler_shuffle ................................. True
  save_format ..................................... dcp
  save_interval ................................... 100
  save_lr_thresholds .............................. 
  save_steps ...................................... 
  save_training_state ............................. True
  seed ............................................ 42
  set_seed_by_rank ................................ False
  split ........................................... train
  streaming ....................................... False
  task_name ....................................... perform the task
  tensorboard_dir ................................. None
  tensorboard_queue_size .......................... 1000
  timing_log_level ................................ 0
  tokenizer_path .................................. /raid0/fastwam/vla_artifacts/fastwam/models/Wan2.2-TI2V-5B
  train_iters ..................................... 100
  trainer_type .................................... FinetuneTrainer
  use_lora ........................................ False
  use_nsys_profiler ............................... False
  use_pytorch_profiler ............................ False
  video_backend ................................... pyav
  wandb_mode ...................................... disabled
  wandb_project ................................... loongforge-vla
  weight_decay .................................... 0.01
  weight_decay_grouping ........................... all
  zero_master_param_dtype ......................... none
  zero_optimizer .................................. True
  zero_parameters_as_bucket_view .................. True
-------------------- end of training training_args ---------------------
[2026-08-28 17:34:17][INFO] 
------------------------ model config ------------------------
  action_dim ...................................... 7
  action_dit_config ............................... {'action_dim': 7, 'hidden_dim': 1024, 'ffn_dim': 4096, 'num_heads': 24, 'attn_head_dim': 128, 'num_layers': 30, 'text_dim': 4096, 'freq_dim': 256, 'eps': 1e-06, 'use_gradient_checkpointing': False, 'rmsnorm_impl': 'te'}
  action_dit_pretrained_path ...................... /raid0/fastwam/vla_artifacts/fastwam/models/ActionDiT_linear_interp_Wan22_alphascale_1024hdim.pt
  action_horizon .................................. 32
  action_scheduler ................................ {'train_shift': 5.0, 'infer_shift': 5.0, 'num_train_timesteps': 1000}
  dtype ........................................... bfloat16
  load_text_encoder ............................... False
  loss ............................................ {'lambda_video': 1.0, 'lambda_action': 1.0}
  max_action_dim .................................. None
  model_id ........................................ Wan-AI/Wan2.2-TI2V-5B
  model_type ...................................... fastwam
  mot_checkpoint_mixed_attn ....................... False
  proprio_dim ..................................... 8
  redirect_common_files ........................... True
  rmsnorm_impl .................................... te
  skip_dit_load_from_pretrain ..................... False
  tokenizer_max_len ............................... 128
  tokenizer_model_id .............................. Wan-AI/Wan2.1-T2V-1.3B
  variant ......................................... uncond
  video_dit_config ................................ {'has_image_input': False, 'patch_size': [1, 2, 2], 'in_dim': 48, 'out_dim': 48, 'hidden_dim': 3072, 'ffn_dim': 14336, 'freq_dim': 256, 'text_dim': 4096, 'num_heads': 24, 'attn_head_dim': 128, 'num_layers': 30, 'eps': 1e-06, 'seperated_timestep': True, 'require_clip_embedding': False, 'require_vae_embedding': False, 'fuse_vae_embedding_in_latents': True, 'use_gradient_checkpointing': False, 'video_attention_mask_mode': 'first_frame_causal', 'action_conditioned': False, 'action_dim': 7, 'action_group_causal_mask_mode': 'group_diagonal', 'rmsnorm_impl': 'te'}
  video_scheduler ................................. {'train_shift': 5.0, 'infer_shift': 5.0, 'num_train_timesteps': 1000}
-------------------- end of model config ---------------------
[2026-08-28 17:34:17][INFO] 
------------------------ data config ------------------------
  action_padding_strategy ......................... zero
  action_video_freq_ratio ......................... 4
  image_normalize_mode ............................ siglip
  image_resize_strategy ........................... center_crop
  image_size ...................................... 224
  model_cfg ....................................... None
  normalization_mode .............................. q99
  num_video_frames ................................ 9
  text_embedding_cache_dir ........................ /raid0/fastwam/vla_artifacts/fastwam/datasts/text_embeds
  use_image_transform ............................. True
-------------------- end of data config ---------------------
[2026-08-28 17:34:17][INFO] [model] start building model: model_type=fastwam, class=FastWAMModelConfig
[2026-08-28 17:34:17][INFO] Loading Wan2.2-TI2V-5B components...
[2026-08-28 17:35:06][INFO] Skipping pretrained text encoder/tokenizer load (`load_text_encoder=False`); training must provide cached `context/context_mask`.
[2026-08-28 17:35:12][INFO] Finished loading Wan2.2-TI2V-5B components in 55.12 seconds.
[2026-08-28 17:35:19][INFO] ActionDiT backbone payload policy: {'skip_prefixes': ['action_encoder.', 'head.'], 'alpha_scaling': True, 'interpolation': 'sequential_1d_linear_align_corners_true'}
[2026-08-28 17:35:19][INFO] Loaded ActionDiT backbone from /raid0/fastwam/vla_artifacts/fastwam/models/ActionDiT_linear_interp_Wan22_alphascale_1024hdim.pt (keys=820; random_kept_prefixes=['action_encoder.', 'head.']).
[2026-08-28 17:35:19][INFO] Initialized MoT with experts: ['video', 'action'], num_layers=30
[2026-08-28 17:35:19][INFO]   Expert 'video': num_params=5.00 B
[2026-08-28 17:35:19][INFO]   Expert 'action': num_params=1.02 B
[2026-08-28 17:35:19][INFO] [model] model built in 62.05s
[2026-08-28 17:35:19][INFO] No pretrained weights or resume checkpoint found. Using random initialization.
[2026-08-28 17:35:19][INFO] [wrap_model] wrap_model: strategy=ddp, dtype=bfloat16
[2026-08-28 17:35:20][INFO] [wrap_model] done in 1.06s
[2026-08-28 17:35:20][INFO] [optimizer] building optimizer
[2026-08-28 17:35:20][INFO] [LR Groups] Model modules (use paths below with --lr-group to set per-module LR):
  core                                                          (6020.7M trainable params)
    core.video_expert                                             (4999.8M trainable params)
      core.video_expert.patch_embedding                             (592.9K trainable params)
      core.video_expert.text_embedding                              (22.0M trainable params)
      core.video_expert.time_embedding                              (10.2M trainable params)
      core.video_expert.time_projection                             (56.6M trainable params)
      core.video_expert.blocks                                      (4909.7M trainable params)
      core.video_expert.head                                        (596.2K trainable params)
    core.action_expert                                            (1020.9M trainable params)
      core.action_expert.action_encoder                             (8.2K trainable params)
      core.action_expert.text_embedding                             (5.2M trainable params)
      core.action_expert.time_embedding                             (1.3M trainable params)
      core.action_expert.time_projection                            (6.3M trainable params)
      core.action_expert.blocks                                     (1008.0M trainable params)
      core.action_expert.head                                       (7.2K trainable params)
    core.mot                                                      (6020.7M trainable params)
      core.mot.mixtures                                             (6020.7M trainable params)
    core.proprio_encoder                                          (36.9K trainable params)
[2026-08-28 17:35:20][INFO] [LR Groups] Model modules with LR assignment:
  core                                                          (6020.7M trainable params)  lr=1.00e-08
    core.video_expert                                             (4999.8M trainable params)  lr=1.00e-08
      core.video_expert.patch_embedding                             (592.9K trainable params)  lr=1.00e-08
      core.video_expert.text_embedding                              (22.0M trainable params)  lr=1.00e-08
      core.video_expert.time_embedding                              (10.2M trainable params)  lr=1.00e-08
      core.video_expert.time_projection                             (56.6M trainable params)  lr=1.00e-08
      core.video_expert.blocks                                      (4909.7M trainable params)  lr=1.00e-08
      core.video_expert.head                                        (596.2K trainable params)  lr=1.00e-08
    core.action_expert                                            (1020.9M trainable params)  lr=1.00e-08
      core.action_expert.action_encoder                             (8.2K trainable params)  lr=1.00e-08
      core.action_expert.text_embedding                             (5.2M trainable params)  lr=1.00e-08
      core.action_expert.time_embedding                             (1.3M trainable params)  lr=1.00e-08
      core.action_expert.time_projection                            (6.3M trainable params)  lr=1.00e-08
      core.action_expert.blocks                                     (1008.0M trainable params)  lr=1.00e-08
      core.action_expert.head                                       (7.2K trainable params)  lr=1.00e-08
    core.mot                                                      (6020.7M trainable params)  lr=1.00e-08
      core.mot.mixtures                                             (6020.7M trainable params)  lr=1.00e-08
    core.proprio_encoder                                          (36.9K trainable params)  lr=1.00e-08
[2026-08-28 17:35:20][INFO] Optimizer trainable parameter dtypes: torch.bfloat16: 1651 tensors/6020710599 elems
[2026-08-28 17:35:20][INFO] Using ZeroRedundancyOptimizer (ZeRO Stage-1) with DDP
[2026-08-28 17:35:20][INFO] [optimizer] optimizer built in 0.31s
[2026-08-28 17:35:20][INFO] [data] building dataloaders
[2026-08-28 17:35:20][INFO] LeRobotV2Dataset: root=/raid0/fastwam/vla_artifacts/fastwam/datasets/LIBERO-fastwam/libero_10_no_noops_lerobot, episodes=388, total_steps=104280, action_horizon=32, fps=20
[2026-08-28 17:35:20][INFO] Using preprocessor: fastwam
[2026-08-28 17:35:20][INFO] [data] done in 0.09s
[2026-08-28 17:35:20][INFO] Parameters: 6725.4M total, 6020.7M trainable (89.5%)
[2026-08-28 17:35:20][INFO] Model: FastWAMPolicy
[2026-08-28 17:35:20][INFO] Dataloader 'vla' positioned at epoch=0
[2026-08-28 17:35:23][INFO] iteration        1/     100 | consumed samples:            8 | elapsed time per iteration (ms): 2487.3 | throughput (samples/sec/per_device): 0.402 | learning rate: 9.999911E-09 | global batch size:     8 | loss video: 1.425305E-02 | loss action: 4.987252E-01 | loss scale: 1.0 | grad norm: 2.750000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:35:24][INFO] iteration        2/     100 | consumed samples:           16 | elapsed time per iteration (ms): 969.4 | throughput (samples/sec/per_device): 1.032 | learning rate: 9.999800E-09 | global batch size:     8 | loss video: 8.590299E-01 | loss action: 2.021888E+00 | loss scale: 1.0 | grad norm: 17.750000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:35:25][INFO] iteration        3/     100 | consumed samples:           24 | elapsed time per iteration (ms): 997.0 | throughput (samples/sec/per_device): 1.003 | learning rate: 9.999645E-09 | global batch size:     8 | loss video: 9.329028E-01 | loss action: 2.295420E+00 | loss scale: 1.0 | grad norm: 18.250000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:35:26][INFO] iteration        4/     100 | consumed samples:           32 | elapsed time per iteration (ms): 842.9 | throughput (samples/sec/per_device): 1.186 | learning rate: 9.999445E-09 | global batch size:     8 | loss video: 7.999029E-01 | loss action: 6.501257E-01 | loss scale: 1.0 | grad norm: 10.562500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:35:26][INFO] iteration        5/     100 | consumed samples:           40 | elapsed time per iteration (ms): 835.1 | throughput (samples/sec/per_device): 1.197 | learning rate: 9.999201E-09 | global batch size:     8 | loss video: 9.064150E-01 | loss action: 2.237724E+00 | loss scale: 1.0 | grad norm: 13.187500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:35:27][INFO] iteration        6/     100 | consumed samples:           48 | elapsed time per iteration (ms): 826.5 | throughput (samples/sec/per_device): 1.210 | learning rate: 9.998912E-09 | global batch size:     8 | loss video: 7.874189E-01 | loss action: 2.198922E+00 | loss scale: 1.0 | grad norm: 18.625000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:35:28][INFO] iteration        7/     100 | consumed samples:           56 | elapsed time per iteration (ms): 839.9 | throughput (samples/sec/per_device): 1.191 | learning rate: 9.998579E-09 | global batch size:     8 | loss video: 4.289747E-01 | loss action: 6.085598E-01 | loss scale: 1.0 | grad norm: 8.875000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:35:29][INFO] iteration        8/     100 | consumed samples:           64 | elapsed time per iteration (ms): 829.7 | throughput (samples/sec/per_device): 1.205 | learning rate: 9.998201E-09 | global batch size:     8 | loss video: 9.482984E-01 | loss action: 1.746603E+00 | loss scale: 1.0 | grad norm: 14.250000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:35:30][INFO] iteration        9/     100 | consumed samples:           72 | elapsed time per iteration (ms): 816.4 | throughput (samples/sec/per_device): 1.225 | learning rate: 9.997780E-09 | global batch size:     8 | loss video: 7.238966E-01 | loss action: 1.323726E+00 | loss scale: 1.0 | grad norm: 15.312500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:35:31][INFO] iteration       10/     100 | consumed samples:           80 | elapsed time per iteration (ms): 829.5 | throughput (samples/sec/per_device): 1.206 | learning rate: 9.997313E-09 | global batch size:     8 | loss video: 9.146457E-01 | loss action: 2.246302E+00 | loss scale: 1.0 | grad norm: 21.500000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:35:31][INFO] iteration       11/     100 | consumed samples:           88 | elapsed time per iteration (ms): 851.9 | throughput (samples/sec/per_device): 1.174 | learning rate: 9.996803E-09 | global batch size:     8 | loss video: 6.535224E-01 | loss action: 9.411113E-01 | loss scale: 1.0 | grad norm: 5.093750 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:35:32][INFO] iteration       12/     100 | consumed samples:           96 | elapsed time per iteration (ms): 912.4 | throughput (samples/sec/per_device): 1.096 | learning rate: 9.996248E-09 | global batch size:     8 | loss video: 8.509666E-01 | loss action: 2.248712E+00 | loss scale: 1.0 | grad norm: 18.250000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:35:33][INFO] iteration       13/     100 | consumed samples:          104 | elapsed time per iteration (ms): 808.1 | throughput (samples/sec/per_device): 1.238 | learning rate: 9.995648E-09 | global batch size:     8 | loss video: 5.372959E-01 | loss action: 4.694720E-01 | loss scale: 1.0 | grad norm: 8.062500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:35:34][INFO] iteration       14/     100 | consumed samples:          112 | elapsed time per iteration (ms): 818.2 | throughput (samples/sec/per_device): 1.222 | learning rate: 9.995004E-09 | global batch size:     8 | loss video: 6.418372E-01 | loss action: 3.897305E-01 | loss scale: 1.0 | grad norm: 3.218750 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:35:35][INFO] iteration       15/     100 | consumed samples:          120 | elapsed time per iteration (ms): 873.4 | throughput (samples/sec/per_device): 1.145 | learning rate: 9.994316E-09 | global batch size:     8 | loss video: 6.572143E-01 | loss action: 2.410953E+00 | loss scale: 1.0 | grad norm: 19.125000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:35:36][INFO] iteration       16/     100 | consumed samples:          128 | elapsed time per iteration (ms): 812.3 | throughput (samples/sec/per_device): 1.231 | learning rate: 9.993584E-09 | global batch size:     8 | loss video: 3.287495E-01 | loss action: 1.475898E+00 | loss scale: 1.0 | grad norm: 9.562500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:35:37][INFO] iteration       17/     100 | consumed samples:          136 | elapsed time per iteration (ms): 1195.2 | throughput (samples/sec/per_device): 0.837 | learning rate: 9.992807E-09 | global batch size:     8 | loss video: 0.000000E+00 | loss action: 5.511412E-01 | loss scale: 1.0 | grad norm: 4.343750 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:35:38][INFO] iteration       18/     100 | consumed samples:          144 | elapsed time per iteration (ms): 825.8 | throughput (samples/sec/per_device): 1.211 | learning rate: 9.991986E-09 | global batch size:     8 | loss video: 4.505722E-01 | loss action: 4.073733E-01 | loss scale: 1.0 | grad norm: 8.500000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:35:39][INFO] iteration       19/     100 | consumed samples:          152 | elapsed time per iteration (ms): 800.9 | throughput (samples/sec/per_device): 1.249 | learning rate: 9.991120E-09 | global batch size:     8 | loss video: 8.926179E-01 | loss action: 5.207711E-01 | loss scale: 1.0 | grad norm: 11.125000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:35:39][INFO] iteration       20/     100 | consumed samples:          160 | elapsed time per iteration (ms): 827.6 | throughput (samples/sec/per_device): 1.208 | learning rate: 9.990210E-09 | global batch size:     8 | loss video: 8.743590E-01 | loss action: 1.901490E+00 | loss scale: 1.0 | grad norm: 13.062500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:35:39][INFO] max time across ranks (ms):
    forward-backward................................: 667.74
    forward-compute.................................: 225.35
    backward-compute................................: 296.83
    batch-generator.................................: 177.24
    nan-grad-cleanup................................: 20.34
    grad-clip.......................................: 33.71
    optimizer.......................................: 102.27
    optimizer-inner-step............................: 102.16
    optimizer-scheduler-step........................: 0.05
    optimizer-zero-grad.............................: 0.85
[2026-08-28 17:35:41][INFO] iteration       21/     100 | consumed samples:          168 | elapsed time per iteration (ms): 1198.7 | throughput (samples/sec/per_device): 0.834 | learning rate: 9.989256E-09 | global batch size:     8 | loss video: 5.035822E-01 | loss action: 2.077481E+00 | loss scale: 1.0 | grad norm: 15.812500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:35:41][INFO] iteration       22/     100 | consumed samples:          176 | elapsed time per iteration (ms): 812.4 | throughput (samples/sec/per_device): 1.231 | learning rate: 9.988258E-09 | global batch size:     8 | loss video: 9.110911E-01 | loss action: 5.953285E-02 | loss scale: 1.0 | grad norm: 8.000000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:35:42][INFO] iteration       23/     100 | consumed samples:          184 | elapsed time per iteration (ms): 834.6 | throughput (samples/sec/per_device): 1.198 | learning rate: 9.987215E-09 | global batch size:     8 | loss video: 1.592274E-02 | loss action: 2.298994E+00 | loss scale: 1.0 | grad norm: 10.000000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:35:43][INFO] iteration       24/     100 | consumed samples:          192 | elapsed time per iteration (ms): 810.9 | throughput (samples/sec/per_device): 1.233 | learning rate: 9.986128E-09 | global batch size:     8 | loss video: 9.045556E-01 | loss action: 1.927269E+00 | loss scale: 1.0 | grad norm: 16.875000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:35:44][INFO] iteration       25/     100 | consumed samples:          200 | elapsed time per iteration (ms): 804.4 | throughput (samples/sec/per_device): 1.243 | learning rate: 9.984997E-09 | global batch size:     8 | loss video: 8.132483E-01 | loss action: 8.789119E-01 | loss scale: 1.0 | grad norm: 9.312500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:35:45][INFO] iteration       26/     100 | consumed samples:          208 | elapsed time per iteration (ms): 817.5 | throughput (samples/sec/per_device): 1.223 | learning rate: 9.983821E-09 | global batch size:     8 | loss video: 8.664067E-01 | loss action: 2.008971E-01 | loss scale: 1.0 | grad norm: 5.937500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:35:45][INFO] iteration       27/     100 | consumed samples:          216 | elapsed time per iteration (ms): 823.6 | throughput (samples/sec/per_device): 1.214 | learning rate: 9.982601E-09 | global batch size:     8 | loss video: 3.700515E-02 | loss action: 1.118759E+00 | loss scale: 1.0 | grad norm: 5.593750 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:35:46][INFO] iteration       28/     100 | consumed samples:          224 | elapsed time per iteration (ms): 829.4 | throughput (samples/sec/per_device): 1.206 | learning rate: 9.981337E-09 | global batch size:     8 | loss video: 5.701975E-01 | loss action: 0.000000E+00 | loss scale: 1.0 | grad norm: 7.468750 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:35:47][INFO] iteration       29/     100 | consumed samples:          232 | elapsed time per iteration (ms): 830.4 | throughput (samples/sec/per_device): 1.204 | learning rate: 9.980029E-09 | global batch size:     8 | loss video: 4.025953E-01 | loss action: 5.295237E-01 | loss scale: 1.0 | grad norm: 8.000000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:35:48][INFO] iteration       30/     100 | consumed samples:          240 | elapsed time per iteration (ms): 821.7 | throughput (samples/sec/per_device): 1.217 | learning rate: 9.978676E-09 | global batch size:     8 | loss video: 5.677983E-01 | loss action: 7.404393E-01 | loss scale: 1.0 | grad norm: 9.937500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:35:49][INFO] iteration       31/     100 | consumed samples:          248 | elapsed time per iteration (ms): 799.5 | throughput (samples/sec/per_device): 1.251 | learning rate: 9.977280E-09 | global batch size:     8 | loss video: 1.786013E-01 | loss action: 3.988380E-01 | loss scale: 1.0 | grad norm: 4.687500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:35:50][INFO] iteration       32/     100 | consumed samples:          256 | elapsed time per iteration (ms): 803.5 | throughput (samples/sec/per_device): 1.245 | learning rate: 9.975839E-09 | global batch size:     8 | loss video: 5.526603E-01 | loss action: 1.214796E+00 | loss scale: 1.0 | grad norm: 12.750000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:35:50][INFO] iteration       33/     100 | consumed samples:          264 | elapsed time per iteration (ms): 806.8 | throughput (samples/sec/per_device): 1.239 | learning rate: 9.974354E-09 | global batch size:     8 | loss video: 7.569156E-01 | loss action: 3.043058E+00 | loss scale: 1.0 | grad norm: 13.750000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:35:51][INFO] iteration       34/     100 | consumed samples:          272 | elapsed time per iteration (ms): 817.8 | throughput (samples/sec/per_device): 1.223 | learning rate: 9.972824E-09 | global batch size:     8 | loss video: 4.350214E-01 | loss action: 7.198542E-01 | loss scale: 1.0 | grad norm: 8.937500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:35:52][INFO] iteration       35/     100 | consumed samples:          280 | elapsed time per iteration (ms): 800.4 | throughput (samples/sec/per_device): 1.249 | learning rate: 9.971251E-09 | global batch size:     8 | loss video: 3.985626E-01 | loss action: 1.483802E+00 | loss scale: 1.0 | grad norm: 11.812500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:35:53][INFO] iteration       36/     100 | consumed samples:          288 | elapsed time per iteration (ms): 805.9 | throughput (samples/sec/per_device): 1.241 | learning rate: 9.969633E-09 | global batch size:     8 | loss video: 5.811279E-01 | loss action: 4.053099E-01 | loss scale: 1.0 | grad norm: 9.062500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:35:54][INFO] iteration       37/     100 | consumed samples:          296 | elapsed time per iteration (ms): 818.2 | throughput (samples/sec/per_device): 1.222 | learning rate: 9.967972E-09 | global batch size:     8 | loss video: 5.486299E-01 | loss action: 8.860800E-01 | loss scale: 1.0 | grad norm: 10.062500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:35:54][INFO] iteration       38/     100 | consumed samples:          304 | elapsed time per iteration (ms): 808.1 | throughput (samples/sec/per_device): 1.238 | learning rate: 9.966266E-09 | global batch size:     8 | loss video: 4.564750E-02 | loss action: 8.382369E-01 | loss scale: 1.0 | grad norm: 5.187500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:35:55][INFO] iteration       39/     100 | consumed samples:          312 | elapsed time per iteration (ms): 817.2 | throughput (samples/sec/per_device): 1.224 | learning rate: 9.964516E-09 | global batch size:     8 | loss video: 8.717752E-01 | loss action: 2.776541E+00 | loss scale: 1.0 | grad norm: 23.625000 | number of skipped iterations:   0 | number of nan iterations:   0 |
